,artifact_id,release_id,version,timestamp,popularity,all_dependency,compile_dependency,git_url,project_owner,project_name,api_url,mandatory_language,pom_exist,versions,tags
21,io.probedock.rt.client:probedock-rt-itf,io.probedock.rt.client:probedock-rt-itf:0.1.0,0.1.0,1438933176000,0,11,4,git@github.com:probedock/probedock-rt-itf.git,probedock,probedock-rt-itf,https://api.github.com/repos/probedock/probedock-rt-itf/languages,Java,True,"[{'name': '0.1.0', 'ts': 1438933176000}]","[{'name': 'v0.1.0', 'date': '2015-08-07T07:41:19Z'}]"
22,org.ibboost.orqa:orqa-maven-plugin,org.ibboost.orqa:orqa-maven-plugin:1.0.0,1.0.0,1495550654000,0,2,1,https://github.com/ibboost/orqa-maven-plugin,ibboost,orqa-maven-plugin,https://api.github.com/repos/ibboost/orqa-maven-plugin/languages,Java,True,"[{'name': '1.0.0', 'ts': 1495550654000}]","[{'name': 'orqa-maven-plugin-0.0.1', 'date': '2017-05-22T14:27:14Z'}, {'name': 'orqa-maven-plugin-0.0.2', 'date': '2017-05-22T14:57:01Z'}, {'name': 'orqa-maven-plugin-0.0.3', 'date': '2017-05-22T15:16:08Z'}, {'name': 'orqa-maven-plugin-1.0.0', 'date': '2017-05-23T14:43:30Z'}, {'name': 'orqa-maven-plugin-1.0.1', 'date': '2020-11-22T19:51:19Z'}, {'name': 'orqa-maven-plugin-1.0.2', 'date': '2020-11-22T20:18:22Z'}, {'name': 'orqa-maven-plugin-1.0.3', 'date': '2020-11-23T00:54:31Z'}, {'name': '1.1.0', 'date': '2023-04-02T17:05:28Z'}, {'name': '1.1.1', 'date': '2023-04-02T17:09:08Z'}, {'name': '1.1.2', 'date': '2023-04-02T21:36:51Z'}]"
23,com.github.usc:wechat-mp-sdk,com.github.usc:wechat-mp-sdk:1.0.0,1.0.0,1372694723000,0,3,2,https://github.com/usc/wechat-mp-sdk,usc,wechat-mp-sdk,https://api.github.com/repos/usc/wechat-mp-sdk/languages,Java,True,"[{'name': '1.0.0', 'ts': 1372694723000}]","[{'name': 'wechat-mp-sdk-1.0.0', 'date': '2013-07-01T16:03:25Z'}]"
24,org.jmdware:s3-bucket-recursor,org.jmdware:s3-bucket-recursor:1.0.1,1.0.1,1556228636000,0,9,2,https://github.com/jmdware/s3-bucket-recursor/tree/master,jmdware,s3-bucket-recursor,https://api.github.com/repos/jmdware/s3-bucket-recursor/languages,Java,True,"[{'name': '1.0.1', 'ts': 1556228636000}, {'name': '1.0.0', 'ts': 1556028689000}]","[{'name': 'v1.0.0', 'date': '2019-04-23T14:12:20Z'}, {'name': 'v1.0.1', 'date': '2019-04-25T16:06:40Z'}]"
25,sh.joinery:joinery-dataframe,sh.joinery:joinery-dataframe:1.10,1.10,1622777895000,12,9,7,git@github.com:cardillo/joinery.git,cardillo,joinery,https://api.github.com/repos/cardillo/joinery/languages,Java,True,"[{'name': '1.10', 'ts': 1622777895000}]","[{'name': 'v1.0', 'date': '2015-02-07T16:40:32Z'}, {'name': 'v1.1', 'date': '2015-02-12T19:41:12Z'}, {'name': 'v1.2', 'date': '2015-02-20T08:39:15Z'}, {'name': 'v1.3', 'date': '2015-02-21T20:32:55Z'}, {'name': 'v1.4', 'date': '2015-03-14T01:39:47Z'}, {'name': 'v1.5', 'date': '2015-03-16T13:52:34Z'}, {'name': 'v1.6', 'date': '2015-03-20T23:42:40Z'}, {'name': 'v1.7', 'date': '2015-06-27T15:23:12Z'}, {'name': 'v1.8', 'date': '2016-10-10T00:19:29Z'}, {'name': 'v1.9', 'date': '2018-09-10T00:51:57Z'}, {'name': 'v1.10', 'date': '2021-06-04T03:34:55Z'}]"
26,org.graphfoundation.ongdb:ongdb-geequel-slotted-runtime,org.graphfoundation.ongdb:ongdb-geequel-slotted-runtime:1.0.5,1.0.5,1698421821000,2,33,10,https://github.com/graphfoundation/ongdb,graphfoundation,ongdb,https://api.github.com/repos/graphfoundation/ongdb/languages,Java,True,"[{'name': '1.0.5', 'ts': 1698421821000}, {'name': '1.0.0-beta01', 'ts': 1617039481000}, {'name': '1.0.4', 'ts': 1659715013000}, {'name': '1.0.3', 'ts': 1656695753000}, {'name': '1.0.2', 'ts': 1655239311000}, {'name': '1.0.0', 'ts': 1625087735000}, {'name': '1.0.1', 'ts': 1649372173000}]","[{'name': '1.0.0-alpha01', 'date': '2021-02-26T17:03:10Z'}, {'name': '1.0.0-beta01', 'date': '2021-03-24T23:06:59Z'}, {'name': '1.0.0', 'date': '2021-06-30T18:30:08Z'}, {'name': '1.0.1', 'date': '2022-03-31T11:28:13Z'}, {'name': '1.0.2', 'date': '2022-06-13T14:47:10Z'}, {'name': '1.0.3', 'date': '2022-06-23T13:47:05Z'}, {'name': '1.0.4', 'date': '2022-07-07T03:10:29Z'}, {'name': '1.0.5', 'date': '2023-10-24T21:56:47Z'}]"
27,org.slieb:html-exception-formatter,org.slieb:html-exception-formatter:1.3,1.3,1480507185000,0,4,4,https://github.com/StefanLiebenberg/html-exception-formatter,StefanLiebenberg,html-exception-formatter,https://api.github.com/repos/StefanLiebenberg/html-exception-formatter/languages,Java,True,"[{'name': '1.2', 'ts': 1479344420000}, {'name': '1.0', 'ts': 1478937995000}, {'name': '1.1', 'ts': 1479124715000}, {'name': '1.3', 'ts': 1480507185000}]","[{'name': 'html-exception-formatter-1.0', 'date': '2016-11-12T08:06:02Z'}, {'name': 'html-exception-formatter-1.1', 'date': '2016-11-14T11:58:04Z'}, {'name': 'html-exception-formatter-1.2', 'date': '2016-11-17T00:59:45Z'}, {'name': 'html-exception-formatter-1.3', 'date': '2016-11-30T11:59:04Z'}]"
28,org.sentrysoftware.maven:maven-skin-tools,org.sentrysoftware.maven:maven-skin-tools:1.3.00,1.3.00,1703858855000,0,7,5,https://github.com/sentrysoftware/maven-skin-tools,sentrysoftware,maven-skin-tools,https://api.github.com/repos/sentrysoftware/maven-skin-tools/languages,Java,True,"[{'name': '1.3.00', 'ts': 1703858855000}, {'name': '1.2.00', 'ts': 1699484014000}, {'name': '1.1.00', 'ts': 1698778175000}, {'name': '1.0.00', 'ts': 1698768786000}]","[{'name': 'v1.0.00', 'date': '2023-10-31T16:12:07Z'}, {'name': 'v1.1.00', 'date': '2023-10-31T18:48:35Z'}, {'name': 'v1.2.00', 'date': '2023-11-08T22:52:46Z'}, {'name': 'v1.3.00', 'date': '2023-12-29T14:06:48Z'}]"
29,com.qualizeal.community:layouts,com.qualizeal.community:layouts:1.0.0,1.0.0,1645797067000,0,3,3,https://github.com/QualiZeal-Community/layouts.git,QualiZeal-Community,layouts,https://api.github.com/repos/QualiZeal-Community/layouts/languages,Java,True,"[{'name': '1.0.0', 'ts': 1645797067000}]","[{'name': 'v1.0-snapshot', 'date': '2022-02-25T12:53:06Z'}, {'name': '1.0.0', 'date': '2022-02-25T13:47:19Z'}]"
30,de.jpdigital:hibernate6-ddl-maven-plugin-core,de.jpdigital:hibernate6-ddl-maven-plugin-core:1.0.2,1.0.2,1716829449000,3,13,6,https://github.com/jpdigital/hibernate6-ddl-maven-plugin,jpdigital,hibernate6-ddl-maven-plugin,https://api.github.com/repos/jpdigital/hibernate6-ddl-maven-plugin/languages,Java,True,"[{'name': '1.0.2', 'ts': 1716829449000}]","[{'name': '1.0.0', 'date': '2024-05-20T17:01:03Z'}, {'name': '1.0.1', 'date': '2024-05-21T17:34:28Z'}, {'name': '1.0.2', 'date': '2024-05-27T16:59:23Z'}]"
31,com.datadoghq:java-dogstatsd-client,com.datadoghq:java-dogstatsd-client:4.4.2,4.4.2,1717497488000,33,6,1,https://github.com/DataDog/java-dogstatsd-client,DataDog,java-dogstatsd-client,https://api.github.com/repos/DataDog/java-dogstatsd-client/languages,Java,True,"[{'name': '2.8.1', 'ts': 1570177304000}, {'name': '4.4.0', 'ts': 1716550602000}, {'name': '4.3.0', 'ts': 1706175769000}, {'name': '2.6.1', 'ts': 1530888462000}, {'name': '4.4.1', 'ts': 1717060689000}, {'name': '2.1.0', 'ts': 1426199193000}, {'name': '2.1.1', 'ts': 1430175452000}, {'name': '4.4.2', 'ts': 1717497488000}, {'name': '2.9.0', 'ts': 1582230276000}, {'name': '3.0.1', 'ts': 1639493973000}, {'name': '3.0.0', 'ts': 1635883592000}, {'name': '4.2.0', 'ts': 1674484227000}, {'name': '4.1.0', 'ts': 1665054852000}, {'name': '4.0.0', 'ts': 1641913091000}, {'name': '2.6', 'ts': 1530287718000}, {'name': '2.7', 'ts': 1548183980000}, {'name': '2.2', 'ts': 1468338987000}, {'name': '2.3', 'ts': 1477063578000}, {'name': '2.8', 'ts': 1560876359000}, {'name': '2.4', 'ts': 1513066066000}, {'name': '2.5', 'ts': 1516693372000}, {'name': '2.10.5', 'ts': 1605798763000}, {'name': '2.10.4', 'ts': 1605200544000}, {'name': '2.10.1', 'ts': 1590526158000}, {'name': '2.10.3', 'ts': 1595011694000}, {'name': '2.10.2', 'ts': 1594139389000}, {'name': '2.10.0', 'ts': 1588641301000}, {'name': '2.11.0', 'ts': 1608636275000}, {'name': '2.13.1', 'ts': 1683022993000}, {'name': '2.13.0', 'ts': 1623267313000}]","[{'name': 'v1.0.1', 'date': '2012-08-15T09:50:46Z'}, {'name': '2.0.5', 'date': '2012-12-05T17:22:07Z'}, {'name': 'java-dogstatsd-client-2.0.6', 'date': '2013-01-12T01:02:09Z'}, {'name': 'java-dogstatsd-client-2.0.7', 'date': '2013-02-11T19:29:55Z'}, {'name': 'java-dogstatsd-client-2.0.8', 'date': '2013-07-22T15:08:22Z'}, {'name': 'java-dogstatsd-client-2.0.9', 'date': '2015-01-14T22:09:07Z'}, {'name': 'java-dogstatsd-client-2.0.10', 'date': '2015-03-05T03:59:22Z'}, {'name': '2.1.0', 'date': '2015-03-12T17:33:57Z'}, {'name': '2.1.1', 'date': '2015-04-27T20:43:26Z'}, {'name': 'java-dogstatsd-client-2.1.1', 'date': '2015-04-27T22:21:35Z'}, {'name': 'BEFORE_INDEED_MERGE', 'date': '2015-04-27T22:21:35Z'}, {'name': 'java-dogstatsd-client-2.0.11', 'date': '2015-05-03T16:05:14Z'}, {'name': 'java-dogstatsd-client-2.0.12', 'date': '2015-06-07T21:14:27Z'}, {'name': 'java-dogstatsd-client-2.0.13', 'date': '2015-12-22T01:33:39Z'}, {'name': 'java-dogstatsd-client-2.0.14', 'date': '2016-03-29T00:06:13Z'}, {'name': 'java-dogstatsd-client-2.0.15', 'date': '2016-04-20T01:01:07Z'}, {'name': 'java-dogstatsd-client-2.0.16', 'date': '2016-04-20T02:30:49Z'}, {'name': 'AFTER_INDEED_MERGE', 'date': '2016-07-01T15:28:58Z'}, {'name': '2.2', 'date': '2016-07-12T09:16:26Z'}, {'name': 'java-dogstatsd-client-2.2', 'date': '2016-07-12T17:28:50Z'}, {'name': 'java-dogstatsd-client-2.3', 'date': '2016-10-12T10:05:08Z'}, {'name': 'java-dogstatsd-client-2.4', 'date': '2017-12-12T08:06:37Z'}, {'name': 'java-dogstatsd-client-2.5', 'date': '2018-01-23T07:41:42Z'}, {'name': 'java-dogstatsd-client-2.6', 'date': '2018-06-28T13:27:14Z'}, {'name': 'java-dogstatsd-client-2.6.1', 'date': '2018-07-06T14:19:47Z'}, {'name': '2.7', 'date': '2019-01-22T19:04:18Z'}, {'name': 'java-dogstatsd-client-2.8', 'date': '2019-06-18T16:00:28Z'}, {'name': 'v2.8', 'date': '2019-06-18T16:00:37Z'}, {'name': 'java-dogstatsd-client-2.8.1', 'date': '2019-10-04T08:16:02Z'}, {'name': 'v2.9.0', 'date': '2020-02-20T20:20:54Z'}, {'name': 'less-alloc-SNAPSHOT', 'date': '2020-03-20T23:26:55Z'}, {'name': 'less-alloc-telemetry-SNAPSHOT', 'date': '2020-03-26T20:48:57Z'}, {'name': 'less-alloc-tele-SNAPSHOT', 'date': '2020-03-26T20:48:57Z'}, {'name': 'lockshard-tele-SNAPSHOT', 'date': '2020-04-13T20:39:33Z'}, {'name': 'master-tele-SNAPSHOT', 'date': '2020-04-15T17:43:24Z'}, {'name': 'v2.10.0', 'date': '2020-05-05T01:12:48Z'}, {'name': 'v2.10.1', 'date': '2020-05-26T20:33:37Z'}, {'name': 'v2.10.2', 'date': '2020-07-07T16:27:16Z'}, {'name': 'v2.10.3', 'date': '2020-07-17T18:36:00Z'}, {'name': 'dev-aggregation-9', 'date': '2020-08-14T03:11:42Z'}, {'name': 'dev-aggregation', 'date': '2020-09-08T20:11:58Z'}, {'name': 'dev-lockshard', 'date': '2020-11-02T14:06:04Z'}, {'name': 'v2.10.4', 'date': '2020-11-12T17:00:56Z'}, {'name': 'v2.10.5', 'date': '2020-11-19T15:10:09Z'}, {'name': 'v2.11.0', 'date': '2020-12-22T11:19:00Z'}, {'name': 'v2.13.0', 'date': '2021-06-09T19:11:14Z'}, {'name': 'v3.0.0', 'date': '2021-11-02T19:49:31Z'}, {'name': 'v3.0.1', 'date': '2021-12-14T14:49:59Z'}, {'name': 'v4.0.0', 'date': '2022-01-11T12:07:08Z'}, {'name': 'v4.1.0', 'date': '2022-10-06T10:59:45Z'}, {'name': 'v4.2.0', 'date': '2023-01-23T14:25:31Z'}, {'name': 'v4.2.1', 'date': '2023-03-10T14:09:08Z'}, {'name': 'v2.13.1', 'date': '2023-05-02T10:18:25Z'}, {'name': 'v4.3.0', 'date': '2024-01-25T09:18:40Z'}, {'name': 'v4.4.0', 'date': '2024-05-24T11:16:42Z'}, {'name': 'v4.4.1', 'date': '2024-05-30T09:13:01Z'}, {'name': 'v4.4.2', 'date': '2024-06-04T10:32:40Z'}, {'name': 'v4.4.3', 'date': '2024-10-08T09:25:41Z'}]"
32,com.squareup.pagerduty:pagerduty-incidents,com.squareup.pagerduty:pagerduty-incidents:2.0.0,2.0.0,1458181265000,2,7,3,http://github.com/square/pagerduty-incidents/,square,pagerduty-incidents,https://api.github.com/repos/square/pagerduty-incidents/languages,Java,True,"[{'name': '1.1.0', 'ts': 1443029646000}, {'name': '1.1.1', 'ts': 1443031154000}, {'name': '1.0.1', 'ts': 1415085517000}, {'name': '1.0.0', 'ts': 1407995756000}, {'name': '2.0.0', 'ts': 1458181265000}, {'name': '2.0.0-beta1', 'ts': 1443035854000}]","[{'name': 'pagerduty-incidents-1.0.0', 'date': '2014-08-14T05:55:22Z'}, {'name': 'pagerduty-incidents-1.0.1', 'date': '2014-11-04T07:17:40Z'}, {'name': 'pagerduty-incidents-1.1.0', 'date': '2015-09-23T17:33:39Z'}, {'name': 'pagerduty-incidents-1.1.1', 'date': '2015-09-23T17:58:50Z'}, {'name': 'pagerduty-incidents-2.0.0-beta1', 'date': '2015-09-23T19:00:09Z'}, {'name': 'pagerduty-incidents-2.0.0', 'date': '2016-03-17T02:20:29Z'}]"
33,de.enlightened:sql-enum-generator-maven-plugin,de.enlightened:sql-enum-generator-maven-plugin:0.4.0,0.4.0,1500360955000,0,15,7,https://github.com/McNetic/sqlenumgen-maven-plugin/tree/master,McNetic,sqlenumgen-maven-plugin,https://api.github.com/repos/McNetic/sqlenumgen-maven-plugin/languages,Java,True,"[{'name': '0.4.0', 'ts': 1500360955000}]","[{'name': 'v0.4.0', 'date': '2017-07-14T07:26:02Z'}]"
34,com.qdesrame:openapi-diff,com.qdesrame:openapi-diff:1.2.0,1.2.0,1523981532000,0,10,9,https://github.com/quen2404/openapi-diff,quen2404,openapi-diff,https://api.github.com/repos/quen2404/openapi-diff/languages,Java,True,"[{'name': '1.2.0', 'ts': 1523981532000}, {'name': '1.1.0', 'ts': 1517494374000}, {'name': '1.1.1', 'ts': 1518205270000}]","[{'name': '1.1.0', 'date': '2018-02-01T14:07:33Z'}, {'name': '1.1.1', 'date': '2018-02-09T19:38:47Z'}, {'name': '1.2.0', 'date': '2018-04-17T16:09:08Z'}, {'name': '2.0.0-beta.1', 'date': '2020-06-23T06:25:45Z'}, {'name': '2.0.0-beta.2', 'date': '2020-06-24T07:57:42Z'}, {'name': '2.0.0-beta.3', 'date': '2020-07-13T18:51:52Z'}, {'name': '2.0.0-beta.4', 'date': '2020-08-13T10:27:02Z'}, {'name': '2.0.0-beta.5', 'date': '2020-10-14T09:01:52Z'}, {'name': '2.0.0-beta.6', 'date': '2020-10-19T07:37:17Z'}, {'name': '2.0.0-beta.7', 'date': '2021-02-25T13:01:38Z'}, {'name': '2.0.0-beta.8', 'date': '2021-02-28T17:59:39Z'}, {'name': '2.0.0-beta.9', 'date': '2021-04-23T23:37:55Z'}, {'name': '2.0.0-beta.10', 'date': '2021-05-26T21:31:49Z'}, {'name': '2.0.0-beta.11', 'date': '2021-09-30T13:11:50Z'}, {'name': '2.0.0-beta.12', 'date': '2021-11-15T17:15:01Z'}, {'name': '2.0.0-beta.13', 'date': '2021-11-15T17:55:19Z'}, {'name': '2.0.0-beta.14', 'date': '2021-11-16T11:05:45Z'}, {'name': '2.0.0-beta.15', 'date': '2021-12-05T11:24:39Z'}, {'name': '2.0.0', 'date': '2021-12-05T11:48:03Z'}, {'name': '2.0.1', 'date': '2021-12-27T01:21:02Z'}, {'name': '2.1.0-beta.1', 'date': '2022-06-26T21:02:39Z'}, {'name': '2.1.0-beta.2', 'date': '2022-07-07T18:32:14Z'}, {'name': '2.1.0-beta.3', 'date': '2022-07-25T10:13:46Z'}, {'name': '2.1.0-beta.4', 'date': '2022-10-24T20:29:07Z'}, {'name': '2.1.0-beta.5', 'date': '2023-02-28T20:47:38Z'}, {'name': '2.1.0-beta.6', 'date': '2023-03-27T21:16:22Z'}, {'name': '2.1.0-beta.7', 'date': '2023-07-25T21:46:35Z'}, {'name': '2.1.0-beta.8', 'date': '2023-12-16T22:47:05Z'}, {'name': '2.1.0-beta.9', 'date': '2024-03-07T23:42:26Z'}, {'name': '2.1.0-beta.10', 'date': '2024-03-21T21:27:56Z'}, {'name': '2.1.0-beta.11', 'date': '2024-04-24T18:53:27Z'}]"
35,ru.r2cloud:rotctrldClient,ru.r2cloud:rotctrldClient:1.1,1.1,1591122017000,0,3,1,https://github.com/dernasherbrezon/rotctrldClient,dernasherbrezon,rotctrldClient,https://api.github.com/repos/dernasherbrezon/rotctrldClient/languages,Java,True,"[{'name': '1.1', 'ts': 1591122017000}]","[{'name': 'rotctrldClient-1.0', 'date': '2020-06-02T18:06:19Z'}, {'name': 'rotctrldClient-1.1', 'date': '2020-06-02T18:18:42Z'}]"
36,uk.co.rgordon:oj-ant,uk.co.rgordon:oj-ant:1.6.0,1.6.0,1674342143000,0,15,3,https://github.com/robjg/oj-ant,robjg,oj-ant,https://api.github.com/repos/robjg/oj-ant/languages,Java,True,"[{'name': '1.6.0', 'ts': 1674342143000}]","[{'name': 'oddjob-1.1.0', 'date': '2011-10-25T15:50:48Z'}, {'name': 'oddjob-1.0.0', 'date': '2011-10-25T15:50:48Z'}, {'name': 'oddjob-1.2.0', 'date': '2012-05-22T09:44:38Z'}, {'name': 'oddjob-1.3.0', 'date': '2012-11-25T20:42:46Z'}, {'name': 'oddjob-1.4.0', 'date': '2014-09-30T17:58:51Z'}, {'name': 'oddjob-1.5.0', 'date': '2017-07-14T07:14:26Z'}, {'name': 'v1.6.0', 'date': '2023-01-22T17:07:12Z'}]"
37,org.eclipse.esmf:esmf-aspect-meta-model-interface,org.eclipse.esmf:esmf-aspect-meta-model-interface:2.9.5,2.9.5,1723637498000,1,6,6,https://github.com/eclipse-esmf/esmf-sdk/core/esmf-aspect-meta-model-interface,eclipse-esmf,esmf-sdk,https://api.github.com/repos/eclipse-esmf/esmf-sdk/languages,Java,True,"[{'name': '2.7.0', 'ts': 1713449302000}, {'name': '2.2.2', 'ts': 1687330130000}, {'name': '2.2.3', 'ts': 1689848750000}, {'name': '2.2.0', 'ts': 1679497000000}, {'name': '2.2.1', 'ts': 1680158356000}, {'name': '2.3.1', 'ts': 1690817692000}, {'name': '2.3.2', 'ts': 1693557991000}, {'name': '2.3.0', 'ts': 1689951453000}, {'name': '2.4.0', 'ts': 1697788914000}, {'name': '2.4.2', 'ts': 1699433971000}, {'name': '2.4.1', 'ts': 1698215669000}, {'name': '2.5.0', 'ts': 1706005149000}, {'name': '2.5.1', 'ts': 1706524682000}, {'name': '2.6.0', 'ts': 1708702990000}, {'name': '2.6.1', 'ts': 1711117818000}, {'name': '2.8.1', 'ts': 1718638545000}, {'name': '2.8.0', 'ts': 1718625551000}, {'name': '2.9.3', 'ts': 1721993418000}, {'name': '2.9.2', 'ts': 1721628130000}, {'name': '2.9.5', 'ts': 1723637498000}, {'name': '2.9.1', 'ts': 1720772715000}, {'name': '2.9.4', 'ts': 1722413323000}, {'name': '2.9.0', 'ts': 1720686635000}]","[{'name': 'v1.0.0', 'date': '2021-10-11T15:56:55Z'}, {'name': 'v1.0.1', 'date': '2021-11-25T13:26:47Z'}, {'name': 'v1.0.2', 'date': '2022-01-27T13:38:22Z'}, {'name': 'v1.1.0-M1', 'date': '2022-03-18T09:51:51Z'}, {'name': 'v1.1.0-M2', 'date': '2022-03-22T08:31:21Z'}, {'name': 'v1.1.0-M3', 'date': '2022-03-22T09:39:51Z'}, {'name': 'v1.1.0-M4', 'date': '2022-06-22T05:37:57Z'}, {'name': 'v1.1.0-M5', 'date': '2022-07-06T12:50:25Z'}, {'name': 'v2.0.0', 'date': '2022-07-20T09:45:32Z'}, {'name': 'v2.0.1', 'date': '2022-07-25T12:20:43Z'}, {'name': 'v2.0.2', 'date': '2022-08-05T06:34:41Z'}, {'name': 'v1.0.3', 'date': '2022-08-15T09:45:54Z'}, {'name': 'v2.0.3', 'date': '2022-08-15T09:48:23Z'}, {'name': 'v2.0.4', 'date': '2022-08-16T14:20:17Z'}, {'name': 'v2.0.5', 'date': '2022-09-20T07:32:26Z'}, {'name': 'v2.0.6', 'date': '2022-09-20T10:10:59Z'}, {'name': 'v2.0.7', 'date': '2022-10-13T12:38:26Z'}, {'name': 'v2.0.8', 'date': '2022-10-27T10:00:50Z'}, {'name': 'v2.1.0', 'date': '2022-11-17T06:28:53Z'}, {'name': 'v2.1.1', 'date': '2023-01-03T13:12:48Z'}, {'name': 'v2.1.2', 'date': '2023-01-31T14:05:50Z'}, {'name': 'v2.1.3', 'date': '2023-02-09T09:31:42Z'}, {'name': 'v2.2.0', 'date': '2023-03-22T14:58:47Z'}, {'name': 'v2.2.1', 'date': '2023-03-30T06:41:15Z'}, {'name': 'v2.2.2', 'date': '2023-06-21T06:51:14Z'}, {'name': 'v2.3.0', 'date': '2023-07-31T14:05:37Z'}, {'name': 'v2.3.1', 'date': '2023-08-01T04:51:47Z'}, {'name': 'v2.2.3', 'date': '2023-08-01T07:22:12Z'}, {'name': 'v2.3.2', 'date': '2023-09-01T08:48:32Z'}, {'name': 'v2.4.0', 'date': '2023-10-20T08:04:09Z'}, {'name': 'v2.4.1', 'date': '2023-10-25T06:38:46Z'}, {'name': 'v2.4.2', 'date': '2023-11-08T09:02:22Z'}, {'name': 'v2.5.0', 'date': '2024-01-23T10:21:28Z'}, {'name': 'v2.5.1', 'date': '2024-01-29T10:39:52Z'}, {'name': 'v2.6.0', 'date': '2024-02-23T15:45:01Z'}, {'name': 'v2.6.1', 'date': '2024-03-22T14:32:32Z'}, {'name': 'v2.7.0', 'date': '2024-04-18T14:10:14Z'}, {'name': 'v2.8.0', 'date': '2024-06-17T12:01:19Z'}, {'name': 'v2.8.1', 'date': '2024-06-17T15:33:48Z'}, {'name': 'v2.9.0', 'date': '2024-07-11T08:29:56Z'}, {'name': 'v2.9.1', 'date': '2024-07-12T08:24:30Z'}, {'name': 'v2.9.2', 'date': '2024-07-22T06:01:48Z'}, {'name': 'v2.9.3', 'date': '2024-07-26T09:14:58Z'}, {'name': 'v2.9.4', 'date': '2024-07-31T08:08:06Z'}, {'name': 'v2.9.5', 'date': '2024-08-14T12:11:09Z'}, {'name': 'v2.9.6', 'date': '2024-10-10T09:38:09Z'}, {'name': 'v2.9.7', 'date': '2024-11-07T09:43:00Z'}, {'name': 'v2.9.8', 'date': '2024-11-21T13:08:47Z'}]"
38,me.kingjan1999.fhdw:alphacamunda,me.kingjan1999.fhdw:alphacamunda:1.0.4,1.0.4,1590957688000,0,6,3,https://github.com/kingjan1999/alpha-camunda,kingjan1999,alpha-camunda,https://api.github.com/repos/kingjan1999/alpha-camunda/languages,Java,True,"[{'name': '1.0.4', 'ts': 1590957688000}]","[{'name': '1.0.4', 'date': '2020-05-31T20:49:35Z'}]"
39,at.makubi.maven.plugin:avrohugger-maven-plugin,at.makubi.maven.plugin:avrohugger-maven-plugin:1.7,1.7,1633187005000,0,12,4,https://github.com/makubi/avrohugger-maven-plugin,makubi,avrohugger-maven-plugin,https://api.github.com/repos/makubi/avrohugger-maven-plugin/languages,Java,True,"[{'name': '1.7', 'ts': 1633187005000}, {'name': '1.5', 'ts': 1510743818000}, {'name': '1.6', 'ts': 1533711921000}, {'name': '1.4', 'ts': 1505657426000}]","[{'name': 'avrohugger-maven-plugin_2.11-1.0', 'date': '2016-11-24T21:11:23Z'}, {'name': 'avrohugger-maven-plugin_2.11-1.1', 'date': '2017-02-08T22:26:34Z'}, {'name': 'avrohugger-maven-plugin_2.11-1.2', 'date': '2017-03-09T00:55:03Z'}, {'name': 'avrohugger-maven-plugin_2.11-1.3', 'date': '2017-05-31T08:13:04Z'}, {'name': 'avrohugger-maven-plugin-1.4', 'date': '2017-09-17T14:09:17Z'}, {'name': 'avrohugger-maven-plugin-1.5', 'date': '2017-11-15T10:55:21Z'}, {'name': 'avrohugger-maven-plugin-1.6', 'date': '2018-08-08T07:03:12Z'}, {'name': 'avrohugger-maven-plugin-1.7', 'date': '2021-10-02T15:00:20Z'}]"
40,org.antframework.sync:sync,org.antframework.sync:sync:1.2.0,1.2.0,1664520195000,0,10,4,https://github.com/zhongxunking/sync,zhongxunking,sync,https://api.github.com/repos/zhongxunking/sync/languages,Java,True,"[{'name': '1.1.0', 'ts': 1591756803000}, {'name': '1.2.0', 'ts': 1664520195000}, {'name': '1.0.0', 'ts': 1591616868000}]","[{'name': 'v1.0.0', 'date': '2020-06-08T11:42:23Z'}, {'name': 'v1.1.0', 'date': '2020-06-10T02:36:04Z'}, {'name': 'v1.2.0', 'date': '2022-09-30T06:40:31Z'}]"
